content,polarity
Me encantan estos ratos mañaneros en los que paro a tomar un te y leer el periodico tranquilamente =),P
"Pregunta: para darse d baja d un servicio d telefonía, x ley es obligatorio q te la tramiten d la misma manera q el alta? Cc ",N
En el stand de : un oferta de luz y sabor.,P
"Rossy de Palma y Alaska, en busca de la polémica ",N
Montoro quiere q los malos gestores públicos vayan a la cárcel ¿Q delito se les imputará? ¿Malversación? ¿Falsedad? ¿O serán sólo palabras?,P
Pero no luchaban por la cultura libre? 10 mill de euros! “: Los fundadores de SeriesYonkis venden el portal ,N
"A las 3 en , el gobierno exigirá “responsabilidades penales” a los gobernantes que gasten más de lo presupuestado",P
Continúa el PP pasando factura: primero con la cifra de déficit y hoy con un juicio simbólico a los políticos. JUICIO REAL A CORRUPTOS.,N
The Times reconoce que no puede ser ajeno a la edición social para llegar al público inteligente ,P
"Rajoy dice que se abre ""una nueva etapa reforzando las relaciones de amistad y de buena vecindad"" con Marruecos.",P
"Hagamos entre todos #mássocialismo, más igualdad, más participación.",P
"Emotivo el email que me acaba de llegar desde Facebook: ""Tus amigos quieren que vuelvas"". #esoyamelodiranellos",P
"""un partido de mayorías, intergeneracional: jóvenes, clave, sí...pero estamos perdiendo el apoyo de los mayores"" #massocialismo",NEU
Dos horas de clase sobre proliferation. Cason practico Iran Alumnos de mas de 15 países 4 continentes. Muy interesante para mi. ,P
"Alfredo todo mi apoyo. “ de mayorías, defendiendo a los más desfavorecidos y a la clase media; de jóvenes y mayores",P
Buena intervención d en #Parlament defendiendo nuestra enmienda a l subida d impuestos a clases medias d CIU-PP #pepevergencia,P
"RT : el pacto encubierto entre CiU-PP en Mataro ha sido bochornoso,PP despechado publica pacto en diario local #politica #mataro",N
Que alguien me cuente qué pasa en el Bernabéu!!! Que no puedo verlo!!!,N
Era fuera de juego!!!! Yo creo q este arbitro es triguillo ...,N
Aquí esta ya listo el yoghurt con mijititillas casero ;-) #chatidieta,P
Que he llegado a tiempo para verla ;-))) (watching Downton Abbey) ,P
"Esta noche en , interesante análisis de sobre Europa y debate sobre gasto público, Garzón, Fraga...",NEU
Bueno.... Muy rica la carne,P
Long day!Photo sessions! Dia largo. Sesiones de fotos. ,NEU
Primer paso de la eliminatoria. Faltan 90 min para conseguir el objetivo con nuestra gente. Ahora a descansar y a... ,P
"Gran partido, grande hermanoooo!!!!! ",P
Una reunión te arregla un día... Pero sólo por un rato.,P
"Puede ser un héroe tanto el que triunfa como el que sucumbe, pero jamás el que abandona el combate. Tomas Carlyle",NEU
"Dos nominaciones a los Goya, una dirección sencillamente magistral#lachispadelavida ",P
Montoro propone responsabilidad penal a futuro y por incumplir déficit. Es decir no comprar gasas en el hospital so pena de cárcel.,NEU
La radio pública cumple 75 años. Enhorabuena a toda la gente que la hace posible. Es más necesaria que nunca. #75añosRNE ,P
Qué susto tiene la izquierda con la posibilidad de ir a la cárcel si malgastan y despilfarran el dinero de nuestros impuestos!,N
Corrijo....89 millones de toneladas de comida es lo que tiramos en Europa. Perdón.,N
"#BastaYa : Un hombre mata a puñaladas a su ex mujer en Jaén y se entrega a la Guardia Civil"" via ",N
 expresa su apoyo a para ser el próximo líder del PSOE ,P
El convenio de la Generalitat con Urdangarin se firmó a propuesta de Camps ¿Debería ser imputado como lo fue Matas?,NEU
"Castellón: aeropuertos sin aviones, institutos sin calefacción y alumnos represaliados. Tremendo todo ",N
El Tesoro vuelve a superar sus objetivos en la última subasta ,P
Interior sigue renovando las estructuras policiales heredadas de Rubalcaba. Ahora toca las jefaturas superiores.,P
"Más sobre la multiplicación por 10 del sarampión y la moda de no vacunar. Gracias a """,NEU
La Guardia de Finanzas italiana rebaja la calificación de Standard&Poors. ,NEU
"Para los q no entienden pq corro, este maravilloso video q me pasado : ESOS LOCOS QUE CORREN: vía ",NEU
"Me apetece mucho el viaje de mañana a Marbella y la firma de #ElPrimerNaufragio el sábado a las 12 en ECI de Málaga. Os espero, tuiteros.",P
Que tipo de empleo se ha creado en US ultimos años ? Lecciones a sacar ,N
"A punto d empezar en con y Jorge Verstrynge... Garzón, víctima o verdugo? Visto pr sentencia",N
Lo de las mamás famosas y las marcas infantiles es total.... Alba Carrillo hace su primera aparición publicitaria ,P
"La Generalitat les debe a ls aytos catalanes 753 según el propio gobierno.“Catalunya ens roba”? No,simplemente deudas entre administraciones",N
Es d una gran irresponsabilidad q esconda la bolita de las deudas de la Junta en #andalucia dando esas ordenes #elcambioandaluz,N
"A las 3 en , la policía de Italia registra Standard & Pours y la acusa de manipular el mercado",N
Gracias por los RT del tuit de la GC. La niña esta localizada ya.,P
Está la cosita muy mala. Wolverine no es lo que era. ,N
Visa se muda a los móviles con Android para asegurar los pagos con NFC ,P
"Tierno defendía que el progreso se basa en los pequeños gestos, más que en las grandes obras. ",P
Vota circo. Sin palabras. Impresionante. ,P
"Apunten RT : PicYou, la competencia de Instagram crece a ritmo acelerado ",NEU
Seguimos trabajando para #elcambioandaluz (@ Partido Popular de Málaga) ,P
"No tenemos nada que ocultar, si apoyan una comisión de investigación sobre la crisis y sus responsables seremos los primeros. Un paripé no.",P
Creo que he metido la pata con el RT de . Parece un fake. Mis disculpas.,NEU
"dejo una pregunta q define perfectamente el fútbol,si el Madrid hubiera ganado el partido ayer alguien hubiera hablado d la alineación d mou",N
"¿Qué pasará con Garzón?, ¿culpable o inocente? Lo debatimos en 20:30",NEU
 Si abogados de acusados en el caso Marta del Castillo autorizaron escuchas no hay equivalencia con Garzón,N
"Me habláis del derecho de defensa, de los ricos. El de los pobres, como ellos, no tiene donde caerse muerto. El turno de oficio abandonado,",N
Me parece bochornoso hacer RTs de comentarios positivos...(pero es tan fácil caer en la tentación je je),NEU
Bienvenido Celebro encontrarte aquí también. Besos.,P
Nunca te acostarás sin tener un desengaño más.,N
Muy buenas noches followercetes!(#SiCierranTwitter por ultima vez) ,NEU
Pues en eso estoy RT : Cuando sacas un nuevo ALbum.. la fanaticada esta esperando... #Kieromusicaa,P
Ayer tuve una reunión con el Gremio de Joyeros. Vamos a hacer un esfuerzo para proteger a un sector que está... ,P
Persiste!,P
"Fijaos en la foto del angelito, conocido como Kim Schmitz, que se forraba con las descargas ilegales de Magaupload. ",N
"Wikipedia lanza aplicación gratuita para Android, para consultar contenidos de Wikipedia, compartir artículos...",P
"Que los abogados acusen a Garzón de aplicar la' Razón de Estado', y que abra con ello El Mundo es para reírse, si no fuera un escándalo.",N
Por si no os queréis enterar ya he lamentado la muerte por huelga d hambre del disidente cubano y he defendido el respeto de todos los DDHH,NEU
Buenas. Rumbo al programa de .,P
Desde luego “: Pasado contrapasado no conllevabuen futuro” por eso es necesario #elcambioandaluz,N
"¿Quien aparece como mayor ""villano"" a ojos de la opinión publica, Pepe (R.Madrid) o el comandante Schettino?",N
"Buenaaaaas! Mi #FF de hoy es para #Anonymous , bueno y para la camarera q me va a poner el desayuno Haaaaaabreeeeeee!!!",P
En la Ciudad Deportiva trabajando un poco y hablando con y Vamos!!!!,P
Las palabras valen ya menos que los pisos. Recortar gastos es ahora racionalizar.,N
En el blog: Cinismo a bordo ,N
"#FF , por demostrar en su penúltimo tweet que un prejuicio es una oportunidad de actualización.",P
#FF RT : me sumo #FF para todas!!!,P
#Andalucía recibe el premio al mejor stand de CCAA de #Fitur. Prueba de que nuestro sector turístico sigue al alza. Enhorabuena.,P
Me parece lógico que cierren Megaupload. De tanto en tanto Estados Unidos necesita perder una guerra.,NEU
"Soraya corrige a Montoro: se cumplirá el 4,4%",NEU
El Gobierno reclama a Cuba la liberacion de todos los presos politicos tras la muerte de uno de ellos q estaba en huelga de hambre,N
gran respeto por Alberto y por lo quje diceyLos momentos que vivimos Alberto Oliarthttp://www.elpais.com/articulo/opinion/,P
"Carlos Fabra acaba de lograr la nueva plusmarca de fianza a político: 4,2 millones. Le quita el récord a Jaume Matas ",N
Un CEMA integrado en la CMT. Buen criterio RT El Gobierno simplificará los organismos reguladores ,P
"¡“: HAN ENCONTRADO UN TREN DEL 11M, ESCONDIDO POR FOMENTO.¡ TOMA YA !¿Y LOS Q FALTAN ? QUE LOS SAQUEN TODOS, via interec.”",N
"De la Torre, contento porque Málaga se ha consolidado como destino urbano importante ",P
Besos RT : jamas me dara RT :(,NEU
"Muchas gracias Ana. Un aBrazo RT : buenísimo, donde yo trabajo ya han (cont) ",P
Si. Señor.. Ahi vamos RT : Vamos por el Nuevo Disco!!,P
El PP cree que el Gobierno de Barreda debe ser sancionado con caracter retroactivo vía ,N
"Pues la mejor es la 1 :)) “: elijo la 2..no, la 3! NO! la caja!! elijo la caja!!!”",P
"No mujer, ni mucho menos, pero yo estaba alli. Creeme un poco. ;) RT : Palabra d Dios? (cont) ",P
Boda en Yucatan? Suena de maravilla. Felicidades.. Por todo. RT : Oye (cont) ,P
Tenemos imágenes de cómo los batasunos utilizan la tamborrada para presos etarras. 20:30,NEU
Alemania pretende crear un fondo de estímulo. ¿Va en serio? Preguntamos a expertos. 20:30,P
¿Donde está Urdangarín? Toda Barcelona le busca. Os lo contamos en 20:30,N
"RT :""Los campeones del ajuste perpetuo"" frenan a quienes ya están preparados para crecer . El domingo en Mercados.",N
Una lástima no poder estar el 4/2 en la de despedida de Palermo. Justo homenaje para alguien q se merece todo ,P
 Y ese déficit nunca ha estado oculto...,N
"Si tambien tengo. Voy a mandar foto RT : ese es un buen piano, (cont) ",P
"“: impresionante #lachispadelavida sin duda la musica, lo mejor! Buenisima!” el es el compositor",P
 #FF ;-))),P
El roto: lo tenéis? BRUTAL. El mejor desde hace años ,P
"Bertolt Brecht: ""El peor analfabeto es el analfabeto político. No oye, no habla, no participa de los acontecimiento... ",N
Logroño se viste de largo para celebrar hoy en #Fitur su Día. ,P
La misa en 24h muestra la ausencia de transición democrática en la aconfesionalidad y en la memoria republicana y antifranquista,NEU
"Es estupendo “: Rafa Álvarez es,seguramente,el mejor entrevist d la prensa española.Incluso ante personajes vacíos y sin humor",P
". "" #Malaga es un espacio que atrae talento "" ",P
Los malos gestores públicos no deberían irse de rositas. Esperamos las concreciones del gobierno. ,NEU
"Mourinho apoya a Pepe.Lógico, se empieza metiendo el dedo en el ojo a otro entrenador y se acaba apoyando a Pepe.Fútbol arte #Pepebotadeoro",N
He aquí la foto con ;-))) en el acto del premio a . Q maravilla escucharlo y conocerlo ,P
Lo siento por Donosti pero estoy de acuerdo. Consuelo Ordóñez: 'San Sebastián merece la capitalidad de la indignidad' ,N
RT Hasta 13 feb Sala de la Millonaria abierta ininterrumpidamente para estudiantes ¡A por el sobresaliente!,P
"Yo mientras, ligando con la madre del director de #Jackysugemela (sin éxito) ",N
Una vista nocturna del interior del barco de #Jackysugemela (menudos fíestorros!) ,P
"No siempre lo consigo. “: Impresionante rapidez de respuesta de al correo, ojalá algunos fueran tan eficientes”",P
Hallado el cuerpo sin vida de una mujer en el interior del 'Costa Concordia' ,N
Es necesario activar la reordenación del sector público bajo la base del consenso con los afectados vía ,N
Yo creo q la culpa la tienen las empresas de telecomunicaciones q son las q se forran. Donde esta la competencia? #estodounabroma,N
felicidades! “: Hoy es el cumple de un activo twittero ...¡Felicidades!”,P
"En 70 minutos, te ofrece el análisis del #derbysevillano de sta noche.De 20h a 21:30h.Y a las 0:00h,el postpartido#sevillahoy",P
#americanhorrorstory me está enganchando,P
Willy Toledo lamenta la muerte del disidente cubano y exige la liberación de todos lis presos políticos #noticiasimposibles,NEU
Es divertidísima. Todo esto lo inventaron Lynch y Frost.,P
"Estais guapisimas. RT : "": mira amor!! Aquí estamos (cont) ",P
Que rrrriiiicaaaaa RT : y de regalo...una Leche Frita desde Cadiz para que (cont) ,P
A ver si ahora el Atleti va a golear en todos los partidos y nos va a quitar la ilusión por el sufrimiento y por el fútbol a los atléticos,P
Es triste...“: La viuda de Gregorio Ordóñez: «San Sebastián es capital de la indignidad» - ABC.es via ”,N
Naciste bloqueado. Yo sólo lo ratifico en mi twitter.,N
Jajaja. Si joe.. Todo a la vez. RT : el derby y el carnaval..estoy por (cont) ,P
El critica las declaraciones de Plata y cifra en 522 las obras de arte propias ,N
"“: Acabo de ver #lachispadelavida.tengo algunas palabrillas que decir: brillante, brilante, brillante!! gran pelicula. Gracias",P
“: Sin duda es la mejor Sandy que podía haber.Iguala e incluso supera a la original!Un besazo! #edurneessandy”wow gracias!,P
150€ más el vino “: ¿ Cuanto es razonable ? Ejem. Para dos personas #gracias”,P
"Chacón gana terreno en el PSOE, los derechos de las empleadas del hogar y la mansión del pirata digital.#portadaEPC",NEU
"He ido al cine a ver Los Descendientes. Había derbi y pensé que poca gente. Sala a rebosar. No sitio. Cambio a Margaret Tatcher, no está mal",P
Qué emoción en el Betis-Sevilla! Al final 1-1 y el Sevilla con diez jugadores.. Qué grande es el fútbol!!,P
Me gusta que el Canijo sea TT. Tengo ganas de ver lo que trae este año!,P
GRACIAS GAVÀ POR VUESTRO CARIÑO!! #yeswespainISDIFFERENT ya es una realidad!!!;))),P
Otra serie mítica! ,P
"Por cierto, magnífico el concierto organizado ayer x la Embajada China, para celebrar su Año Nuevo, el del Dragón.",P
Bien! “: Aúpa #Nadal se lleva el duelo español ante Feliciano López y se planta en cuartos de final #AbiertoDeAustralia”,P
El manifiesto de apoyo a 'Público' ya está en público.es si queréis firmarlo. (Por favor RT). #porquePúblicohacefalta,P
